Layer,NodesPerLayer,BatchSize,Epoch,Optimizer,Accuracy
3,30,16,300,SGD,0.7152588367462158
3,30,32,300,SGD,0.6730245351791382
3,30,64,300,SGD,0.7438691854476929
3,30,128,300,SGD,0.696185290813446
3,30,256,300,SGD,0.692098081111908
3,30,512,300,SGD,0.7302452325820923
3,40,16,300,SGD,0.7193460464477539
3,40,32,300,SGD,0.6852861046791077
3,40,64,300,SGD,0.6512261629104614
3,40,128,300,SGD,0.7356948256492615
3,40,256,300,SGD,0.6825612783432007
3,40,512,300,SGD,0.7070844769477844
3,50,16,300,SGD,0.6307901740074158
3,50,32,300,SGD,0.7261580228805542
3,50,64,300,SGD,0.7247956395149231
3,50,128,300,SGD,0.7247956395149231
3,50,256,300,SGD,0.6907356977462769
3,50,512,300,SGD,0.6798365116119385
3,60,16,300,SGD,0.7016348838806152
3,60,32,300,SGD,0.7288828492164612
3,60,64,300,SGD,0.7275204062461853
3,60,128,300,SGD,0.7465940117835999
3,60,256,300,SGD,0.692098081111908
3,60,512,300,SGD,0.6880108714103699
3,70,16,300,SGD,0.696185290813446
3,70,32,300,SGD,0.7152588367462158
3,70,64,300,SGD,0.7166212797164917
3,70,128,300,SGD,0.7561308145523071
3,70,256,300,SGD,0.6852861046791077
3,70,512,300,SGD,0.7547683715820312
3,80,16,300,SGD,0.6934604644775391
3,80,32,300,SGD,0.7002725005149841
3,80,64,300,SGD,0.7288828492164612
3,80,128,300,SGD,0.6512261629104614
3,80,256,300,SGD,0.6989100575447083
3,80,512,300,SGD,0.776566743850708
3,90,16,300,SGD,0.6934604644775391
3,90,32,300,SGD,0.6716621518135071
3,90,64,300,SGD,0.7111716866493225
3,90,128,300,SGD,0.752043604850769
3,90,256,300,SGD,0.7425068020820618
3,90,512,300,SGD,0.7397820353507996
3,100,16,300,SGD,0.7002725005149841
3,100,32,300,SGD,0.692098081111908
3,100,64,300,SGD,0.7152588367462158
3,100,128,300,SGD,0.7043596506118774
3,100,256,300,SGD,0.7629427909851074
3,100,512,300,SGD,0.6730245351791382
1,30,16,400,SGD,0.7343324422836304
1,30,32,400,SGD,0.6485013365745544
1,30,64,400,SGD,0.6784741282463074
1,30,128,400,SGD,0.7138964533805847
1,30,256,400,SGD,0.7452316284179688
1,30,512,400,SGD,0.7043596506118774
1,40,16,400,SGD,0.7111716866493225
1,40,32,400,SGD,0.7329699993133545
1,40,64,400,SGD,0.7724795937538147
1,40,128,400,SGD,0.7697547674179077
1,40,256,400,SGD,0.6907356977462769
1,40,512,400,SGD,0.7016348838806152
1,50,16,400,SGD,0.7111716866493225
1,50,32,400,SGD,0.7043596506118774
1,50,64,400,SGD,0.7356948256492615
1,50,128,400,SGD,0.7247956395149231
1,50,256,400,SGD,0.7697547674179077
1,50,512,400,SGD,0.6880108714103699
1,60,16,400,SGD,0.7465940117835999
1,60,32,400,SGD,0.7452316284179688
1,60,64,400,SGD,0.7561308145523071
1,60,128,400,SGD,0.667574942111969
1,60,256,400,SGD,0.7125340700149536
1,60,512,400,SGD,0.7643051743507385
1,70,16,400,SGD,0.7370572090148926
1,70,32,400,SGD,0.7261580228805542
1,70,64,400,SGD,0.7057220935821533
1,70,128,400,SGD,0.7683923840522766
1,70,256,400,SGD,0.6866484880447388
1,70,512,400,SGD,0.6907356977462769
1,80,16,400,SGD,0.7275204062461853
1,80,32,400,SGD,0.747956395149231
1,80,64,400,SGD,0.7261580228805542
1,80,128,400,SGD,0.6880108714103699
1,80,256,400,SGD,0.692098081111908
1,80,512,400,SGD,0.6934604644775391
1,90,16,400,SGD,0.7261580228805542
1,90,32,400,SGD,0.7493187785148621
1,90,64,400,SGD,0.7275204062461853
1,90,128,400,SGD,0.6307901740074158
1,90,256,400,SGD,0.6907356977462769
1,90,512,400,SGD,0.7070844769477844
1,100,16,400,SGD,0.6825612783432007
1,100,32,400,SGD,0.6893733143806458
1,100,64,400,SGD,0.6948229074478149
1,100,128,400,SGD,0.779291570186615
1,100,256,400,SGD,0.7683923840522766
1,100,512,400,SGD,0.692098081111908
2,30,16,400,SGD,0.7397820353507996
2,30,32,400,SGD,0.7029972672462463
2,30,64,400,SGD,0.7425068020820618
2,30,128,400,SGD,0.7615804076194763
2,30,256,400,SGD,0.752043604850769
2,30,512,400,SGD,0.7683923840522766
2,40,16,400,SGD,0.7166212797164917
2,40,32,400,SGD,0.7138964533805847
2,40,64,400,SGD,0.7193460464477539
2,40,128,400,SGD,0.747956395149231
2,40,256,400,SGD,0.7629427909851074
2,40,512,400,SGD,0.7247956395149231
2,50,16,400,SGD,0.6811988949775696
2,50,32,400,SGD,0.7111716866493225
2,50,64,400,SGD,0.7288828492164612
2,50,128,400,SGD,0.7438691854476929
2,50,256,400,SGD,0.7574931979179382
2,50,512,400,SGD,0.7711171507835388
2,60,16,400,SGD,0.6771117448806763
2,60,32,400,SGD,0.7425068020820618
2,60,64,400,SGD,0.5749318599700928
2,60,128,400,SGD,0.7356948256492615
2,60,256,400,SGD,0.696185290813446
2,60,512,400,SGD,0.6907356977462769
2,70,16,400,SGD,0.7465940117835999
2,70,32,400,SGD,0.7220708727836609
2,70,64,400,SGD,0.7411444187164307
2,70,128,400,SGD,0.7261580228805542
2,70,256,400,SGD,0.7724795937538147
2,70,512,400,SGD,0.7002725005149841
2,80,16,400,SGD,0.720708429813385
2,80,32,400,SGD,0.696185290813446
2,80,64,400,SGD,0.6444141864776611
2,80,128,400,SGD,0.7425068020820618
2,80,256,400,SGD,0.6839237213134766
2,80,512,400,SGD,0.7043596506118774
2,90,16,400,SGD,0.6934604644775391
2,90,32,400,SGD,0.6716621518135071
2,90,64,400,SGD,0.7138964533805847
2,90,128,400,SGD,0.7261580228805542
2,90,256,400,SGD,0.6880108714103699
2,90,512,400,SGD,0.7506812214851379
2,100,16,400,SGD,0.6471389532089233
2,100,32,400,SGD,0.6607629656791687
2,100,64,400,SGD,0.7111716866493225
2,100,128,400,SGD,0.692098081111908
2,100,256,400,SGD,0.747956395149231
2,100,512,400,SGD,0.7547683715820312
3,30,16,400,SGD,0.5722070932388306
3,30,32,400,SGD,0.6689373254776001
3,30,64,400,SGD,0.6580381393432617
3,30,128,400,SGD,0.6934604644775391
3,30,256,400,SGD,0.6907356977462769
3,30,512,400,SGD,0.7697547674179077
3,40,16,400,SGD,0.6539509296417236
3,40,32,400,SGD,0.7111716866493225
3,40,64,400,SGD,0.7084468603134155
3,40,128,400,SGD,0.752043604850769
3,40,256,400,SGD,0.7588555812835693
3,40,512,400,SGD,0.7002725005149841
3,50,16,400,SGD,0.7029972672462463
3,50,32,400,SGD,0.6811988949775696
3,50,64,400,SGD,0.7370572090148926
3,50,128,400,SGD,0.6852861046791077
3,50,256,400,SGD,0.6893733143806458
3,50,512,400,SGD,0.7125340700149536
3,60,16,400,SGD,0.6553133726119995
3,60,32,400,SGD,0.7070844769477844
3,60,64,400,SGD,0.7084468603134155
3,60,128,400,SGD,0.6975476741790771
3,60,256,400,SGD,0.6880108714103699
3,60,512,400,SGD,0.6893733143806458
3,70,16,400,SGD,0.7084468603134155
3,70,32,400,SGD,0.7179836630821228
3,70,64,400,SGD,0.6948229074478149
3,70,128,400,SGD,0.7179836630821228
3,70,256,400,SGD,0.6784741282463074
3,70,512,400,SGD,0.7356948256492615
3,80,16,400,SGD,0.720708429813385
3,80,32,400,SGD,0.7193460464477539
3,80,64,400,SGD,0.7070844769477844
3,80,128,400,SGD,0.6811988949775696
3,80,256,400,SGD,0.6730245351791382
3,80,512,400,SGD,0.6934604644775391
3,90,16,400,SGD,0.6811988949775696
3,90,32,400,SGD,0.6689373254776001
3,90,64,400,SGD,0.7179836630821228
3,90,128,400,SGD,0.7452316284179688
3,90,256,400,SGD,0.6839237213134766
3,90,512,400,SGD,0.7043596506118774
3,100,16,400,SGD,0.6757493019104004
3,100,32,400,SGD,0.6743869185447693
3,100,64,400,SGD,0.6975476741790771
3,100,128,400,SGD,0.7288828492164612
3,100,256,400,SGD,0.7561308145523071
3,100,512,400,SGD,0.6811988949775696
1,30,16,500,SGD,0.7629427909851074
1,30,32,500,SGD,0.7697547674179077
1,30,64,500,SGD,0.7220708727836609
1,30,128,500,SGD,0.7602179646492004
1,30,256,500,SGD,0.7683923840522766
1,30,512,500,SGD,0.7547683715820312
1,40,16,500,SGD,0.7138964533805847
1,40,32,500,SGD,0.6253405809402466
1,40,64,500,SGD,0.7534059882164001
1,40,128,500,SGD,0.7561308145523071
1,40,256,500,SGD,0.7152588367462158
1,40,512,500,SGD,0.7534059882164001
1,50,16,500,SGD,0.6689373254776001
1,50,32,500,SGD,0.6893733143806458
1,50,64,500,SGD,0.7302452325820923
1,50,128,500,SGD,0.7179836630821228
1,50,256,500,SGD,0.7016348838806152
1,50,512,500,SGD,0.6893733143806458
1,60,16,500,SGD,0.7588555812835693
1,60,32,500,SGD,0.7683923840522766
1,60,64,500,SGD,0.7152588367462158
1,60,128,500,SGD,0.7179836630821228
1,60,256,500,SGD,0.6948229074478149
1,60,512,500,SGD,0.696185290813446
1,70,16,500,SGD,0.7493187785148621
1,70,32,500,SGD,0.6267030239105225
1,70,64,500,SGD,0.7397820353507996
1,70,128,500,SGD,0.7316076159477234
1,70,256,500,SGD,0.6852861046791077
1,70,512,500,SGD,0.7070844769477844
1,80,16,500,SGD,0.723433256149292
1,80,32,500,SGD,0.7629427909851074
1,80,64,500,SGD,0.6852861046791077
1,80,128,500,SGD,0.7493187785148621
1,80,256,500,SGD,0.7656675577163696
1,80,512,500,SGD,0.6893733143806458
1,90,16,500,SGD,0.6621253490447998
1,90,32,500,SGD,0.7656675577163696
1,90,64,500,SGD,0.7370572090148926
1,90,128,500,SGD,0.7629427909851074
1,90,256,500,SGD,0.6839237213134766
1,90,512,500,SGD,0.6907356977462769
1,100,16,500,SGD,0.7316076159477234
1,100,32,500,SGD,0.7288828492164612
1,100,64,500,SGD,0.7806539535522461
1,100,128,500,SGD,0.6566757559776306
1,100,256,500,SGD,0.6880108714103699
1,100,512,500,SGD,0.7506812214851379
2,30,16,500,SGD,0.7220708727836609
2,30,32,500,SGD,0.7043596506118774
2,30,64,500,SGD,0.7084468603134155
2,30,128,500,SGD,0.7247956395149231
2,30,256,500,SGD,0.6975476741790771
2,30,512,500,SGD,0.6825612783432007
2,40,16,500,SGD,0.667574942111969
2,40,32,500,SGD,0.6880108714103699
2,40,64,500,SGD,0.6498637795448303
2,40,128,500,SGD,0.6852861046791077
2,40,256,500,SGD,0.7411444187164307
2,40,512,500,SGD,0.6907356977462769
2,50,16,500,SGD,0.7138964533805847
2,50,32,500,SGD,0.7098092436790466
2,50,64,500,SGD,0.7452316284179688
2,50,128,500,SGD,0.7261580228805542
2,50,256,500,SGD,0.6771117448806763
2,50,512,500,SGD,0.6798365116119385
2,60,16,500,SGD,0.6839237213134766
2,60,32,500,SGD,0.7288828492164612
2,60,64,500,SGD,0.7220708727836609
2,60,128,500,SGD,0.7152588367462158
2,60,256,500,SGD,0.7561308145523071
2,60,512,500,SGD,0.6948229074478149
2,70,16,500,SGD,0.6662125587463379
2,70,32,500,SGD,0.7098092436790466
2,70,64,500,SGD,0.7016348838806152
2,70,128,500,SGD,0.6852861046791077
2,70,256,500,SGD,0.6771117448806763
2,70,512,500,SGD,0.6839237213134766
2,80,16,500,SGD,0.6975476741790771
2,80,32,500,SGD,0.7220708727836609
2,80,64,500,SGD,0.7343324422836304
2,80,128,500,SGD,0.7411444187164307
2,80,256,500,SGD,0.7016348838806152
2,80,512,500,SGD,0.7425068020820618
2,90,16,500,SGD,0.6743869185447693
2,90,32,500,SGD,0.7193460464477539
2,90,64,500,SGD,0.752043604850769
2,90,128,500,SGD,0.7152588367462158
2,90,256,500,SGD,0.6757493019104004
2,90,512,500,SGD,0.7574931979179382
2,100,16,500,SGD,0.6771117448806763
2,100,32,500,SGD,0.6811988949775696
2,100,64,500,SGD,0.7316076159477234
2,100,128,500,SGD,0.7261580228805542
2,100,256,500,SGD,0.7070844769477844
2,100,512,500,SGD,0.7002725005149841
3,30,16,500,SGD,0.6730245351791382
3,30,32,500,SGD,0.6893733143806458
3,30,64,500,SGD,0.7084468603134155
3,30,128,500,SGD,0.7384195923805237
3,30,256,500,SGD,0.776566743850708
3,30,512,500,SGD,0.6989100575447083
3,40,16,500,SGD,0.6907356977462769
3,40,32,500,SGD,0.6839237213134766
3,40,64,500,SGD,0.640326976776123
3,40,128,500,SGD,0.7329699993133545
3,40,256,500,SGD,0.6866484880447388
3,40,512,500,SGD,0.7724795937538147
3,50,16,500,SGD,0.7220708727836609
3,50,32,500,SGD,0.6907356977462769
3,50,64,500,SGD,0.6621253490447998
3,50,128,500,SGD,0.696185290813446
3,50,256,500,SGD,0.7043596506118774
3,50,512,500,SGD,0.7506812214851379
3,60,16,500,SGD,0.6880108714103699
3,60,32,500,SGD,0.6634877324104309
3,60,64,500,SGD,0.7316076159477234
3,60,128,500,SGD,0.7384195923805237
3,60,256,500,SGD,0.7411444187164307
3,60,512,500,SGD,0.752043604850769
3,70,16,500,SGD,0.6743869185447693
3,70,32,500,SGD,0.7016348838806152
3,70,64,500,SGD,0.6934604644775391
3,70,128,500,SGD,0.7179836630821228
3,70,256,500,SGD,0.7506812214851379
3,70,512,500,SGD,0.6893733143806458
3,80,16,500,SGD,0.6989100575447083
3,80,32,500,SGD,0.720708429813385
3,80,64,500,SGD,0.696185290813446
3,80,128,500,SGD,0.7002725005149841
3,80,256,500,SGD,0.7138964533805847
3,80,512,500,SGD,0.7166212797164917
3,90,16,500,SGD,0.6621253490447998
3,90,32,500,SGD,0.6757493019104004
3,90,64,500,SGD,0.7016348838806152
3,90,128,500,SGD,0.7288828492164612
3,90,256,500,SGD,0.6743869185447693
3,90,512,500,SGD,0.7615804076194763
3,100,16,500,SGD,0.6757493019104004
3,100,32,500,SGD,0.7016348838806152
3,100,64,500,SGD,0.6730245351791382
3,100,128,500,SGD,0.667574942111969
3,100,256,500,SGD,0.6825612783432007
3,100,512,500,SGD,0.7016348838806152
1,30,16,50,RMSprop,0.7683923840522766
1,30,32,50,RMSprop,0.692098081111908
1,30,64,50,RMSprop,0.7452316284179688
1,30,128,50,RMSprop,0.7629427909851074
1,30,256,50,RMSprop,0.5967302322387695
1,30,512,50,RMSprop,0.3569482266902923
1,40,16,50,RMSprop,0.7874659299850464
1,40,32,50,RMSprop,0.7179836630821228
1,40,64,50,RMSprop,0.7493187785148621
1,40,128,50,RMSprop,0.6866484880447388
1,40,256,50,RMSprop,0.7166212797164917
1,40,512,50,RMSprop,0.7316076159477234
1,50,16,50,RMSprop,0.7302452325820923
1,50,32,50,RMSprop,0.8119891285896301
1,50,64,50,RMSprop,0.7125340700149536
1,50,128,50,RMSprop,0.7656675577163696
1,50,256,50,RMSprop,0.6757493019104004
1,50,512,50,RMSprop,0.6049046516418457
1,60,16,50,RMSprop,0.8215258717536926
1,60,32,50,RMSprop,0.8256130814552307
1,60,64,50,RMSprop,0.6185286045074463
1,60,128,50,RMSprop,0.7316076159477234
1,60,256,50,RMSprop,0.7111716866493225
1,60,512,50,RMSprop,0.6662125587463379
1,70,16,50,RMSprop,0.8215258717536926
1,70,32,50,RMSprop,0.8119891285896301
1,70,64,50,RMSprop,0.7929155230522156
1,70,128,50,RMSprop,0.7956403493881226
1,70,256,50,RMSprop,0.5899182558059692
1,70,512,50,RMSprop,0.6866484880447388
1,80,16,50,RMSprop,0.7833787202835083
1,80,32,50,RMSprop,0.7779291272163391
1,80,64,50,RMSprop,0.8133515119552612
1,80,128,50,RMSprop,0.6743869185447693
1,80,256,50,RMSprop,0.6771117448806763
1,80,512,50,RMSprop,0.7043596506118774
1,90,16,50,RMSprop,0.7942779064178467
1,90,32,50,RMSprop,0.8174387216567993
1,90,64,50,RMSprop,0.7724795937538147
1,90,128,50,RMSprop,0.7506812214851379
1,90,256,50,RMSprop,0.7261580228805542
1,90,512,50,RMSprop,0.6880108714103699
1,100,16,50,RMSprop,0.8215258717536926
1,100,32,50,RMSprop,0.8092643022537231
1,100,64,50,RMSprop,0.779291570186615
1,100,128,50,RMSprop,0.6621253490447998
1,100,256,50,RMSprop,0.7806539535522461
1,100,512,50,RMSprop,0.7724795937538147
2,30,16,50,RMSprop,0.7697547674179077
2,30,32,50,RMSprop,0.7397820353507996
2,30,64,50,RMSprop,0.7084468603134155
2,30,128,50,RMSprop,0.6525885462760925
2,30,256,50,RMSprop,0.7397820353507996
2,30,512,50,RMSprop,0.6880108714103699
2,40,16,50,RMSprop,0.6594005227088928
2,40,32,50,RMSprop,0.7942779064178467
2,40,64,50,RMSprop,0.776566743850708
2,40,128,50,RMSprop,0.6948229074478149
2,40,256,50,RMSprop,0.6798365116119385
2,40,512,50,RMSprop,0.7724795937538147
2,50,16,50,RMSprop,0.7247956395149231
2,50,32,50,RMSprop,0.720708429813385
2,50,64,50,RMSprop,0.7356948256492615
2,50,128,50,RMSprop,0.5844686627388
2,50,256,50,RMSprop,0.752043604850769
2,50,512,50,RMSprop,0.6907356977462769
2,60,16,50,RMSprop,0.7956403493881226
2,60,32,50,RMSprop,0.807901918888092
2,60,64,50,RMSprop,0.6866484880447388
2,60,128,50,RMSprop,0.7711171507835388
2,60,256,50,RMSprop,0.6594005227088928
2,60,512,50,RMSprop,0.6825612783432007
2,70,16,50,RMSprop,0.7302452325820923
2,70,32,50,RMSprop,0.6607629656791687
2,70,64,50,RMSprop,0.6498637795448303
2,70,128,50,RMSprop,0.6989100575447083
2,70,256,50,RMSprop,0.7098092436790466
2,70,512,50,RMSprop,0.7683923840522766
2,80,16,50,RMSprop,0.7670300006866455
2,80,32,50,RMSprop,0.6975476741790771
2,80,64,50,RMSprop,0.7493187785148621
2,80,128,50,RMSprop,0.6893733143806458
2,80,256,50,RMSprop,0.6348773837089539
2,80,512,50,RMSprop,0.6457765698432922
2,90,16,50,RMSprop,0.6743869185447693
2,90,32,50,RMSprop,0.6512261629104614
2,90,64,50,RMSprop,0.7629427909851074
2,90,128,50,RMSprop,0.6239781975746155
2,90,256,50,RMSprop,0.7179836630821228
2,90,512,50,RMSprop,0.6416893601417542
2,100,16,50,RMSprop,0.7861035466194153
2,100,32,50,RMSprop,0.8133515119552612
2,100,64,50,RMSprop,0.7724795937538147
2,100,128,50,RMSprop,0.7534059882164001
2,100,256,50,RMSprop,0.7329699993133545
2,100,512,50,RMSprop,0.6485013365745544
3,30,16,50,RMSprop,0.7711171507835388
3,30,32,50,RMSprop,0.7193460464477539
3,30,64,50,RMSprop,0.7111716866493225
3,30,128,50,RMSprop,0.6321526169776917
3,30,256,50,RMSprop,0.7384195923805237
3,30,512,50,RMSprop,0.6485013365745544
3,40,16,50,RMSprop,0.7193460464477539
3,40,32,50,RMSprop,0.7752043604850769
3,40,64,50,RMSprop,0.7629427909851074
3,40,128,50,RMSprop,0.6825612783432007
3,40,256,50,RMSprop,0.6444141864776611
3,40,512,50,RMSprop,0.7493187785148621
3,50,16,50,RMSprop,0.6130790114402771
3,50,32,50,RMSprop,0.6934604644775391
3,50,64,50,RMSprop,0.6771117448806763
3,50,128,50,RMSprop,0.580381453037262
3,50,256,50,RMSprop,0.7452316284179688
3,50,512,50,RMSprop,0.7602179646492004
3,60,16,50,RMSprop,0.7683923840522766
3,60,32,50,RMSprop,0.7752043604850769
3,60,64,50,RMSprop,0.7084468603134155
3,60,128,50,RMSprop,0.723433256149292
3,60,256,50,RMSprop,0.6607629656791687
3,60,512,50,RMSprop,0.7370572090148926
3,70,16,50,RMSprop,0.7629427909851074
3,70,32,50,RMSprop,0.7370572090148926
3,70,64,50,RMSprop,0.6689373254776001
3,70,128,50,RMSprop,0.7411444187164307
3,70,256,50,RMSprop,0.6512261629104614
3,70,512,50,RMSprop,0.6512261629104614
3,80,16,50,RMSprop,0.7084468603134155
3,80,32,50,RMSprop,0.7152588367462158
3,80,64,50,RMSprop,0.7098092436790466
3,80,128,50,RMSprop,0.6430517435073853
3,80,256,50,RMSprop,0.747956395149231
3,80,512,50,RMSprop,0.7683923840522766
3,90,16,50,RMSprop,0.7779291272163391
3,90,32,50,RMSprop,0.7084468603134155
3,90,64,50,RMSprop,0.7574931979179382
3,90,128,50,RMSprop,0.6008174419403076
3,90,256,50,RMSprop,0.747956395149231
3,90,512,50,RMSprop,0.640326976776123
3,100,16,50,RMSprop,0.7411444187164307
3,100,32,50,RMSprop,0.7574931979179382
3,100,64,50,RMSprop,0.6880108714103699
3,100,128,50,RMSprop,0.611716628074646
3,100,256,50,RMSprop,0.6757493019104004
3,100,512,50,RMSprop,0.6444141864776611
1,30,16,100,RMSprop,0.8228882551193237
1,30,32,100,RMSprop,0.807901918888092
1,30,64,100,RMSprop,0.7629427909851074
1,30,128,100,RMSprop,0.7070844769477844
1,30,256,100,RMSprop,0.7193460464477539
1,30,512,100,RMSprop,0.6485013365745544
1,40,16,100,RMSprop,0.8283378481864929
1,40,32,100,RMSprop,0.7547683715820312
1,40,64,100,RMSprop,0.6239781975746155
1,40,128,100,RMSprop,0.7220708727836609
1,40,256,100,RMSprop,0.7806539535522461
1,40,512,100,RMSprop,0.7874659299850464
1,50,16,100,RMSprop,0.8051770925521851
1,50,32,100,RMSprop,0.832425057888031
1,50,64,100,RMSprop,0.7997274994850159
1,50,128,100,RMSprop,0.696185290813446
1,50,256,100,RMSprop,0.7683923840522766
1,50,512,100,RMSprop,0.7997274994850159
1,60,16,100,RMSprop,0.8174387216567993
1,60,32,100,RMSprop,0.7806539535522461
1,60,64,100,RMSprop,0.7247956395149231
1,60,128,100,RMSprop,0.7493187785148621
1,60,256,100,RMSprop,0.7779291272163391
1,60,512,100,RMSprop,0.7942779064178467
1,70,16,100,RMSprop,0.7356948256492615
1,70,32,100,RMSprop,0.7888283133506775
1,70,64,100,RMSprop,0.7929155230522156
1,70,128,100,RMSprop,0.7724795937538147
1,70,256,100,RMSprop,0.6730245351791382
1,70,512,100,RMSprop,0.7002725005149841
1,80,16,100,RMSprop,0.6989100575447083
1,80,32,100,RMSprop,0.7043596506118774
1,80,64,100,RMSprop,0.8106266856193542
1,80,128,100,RMSprop,0.8133515119552612
1,80,256,100,RMSprop,0.7643051743507385
1,80,512,100,RMSprop,0.6975476741790771
1,90,16,100,RMSprop,0.8065395355224609
1,90,32,100,RMSprop,0.720708429813385
1,90,64,100,RMSprop,0.8106266856193542
1,90,128,100,RMSprop,0.7956403493881226
1,90,256,100,RMSprop,0.6852861046791077
1,90,512,100,RMSprop,0.7057220935821533
1,100,16,100,RMSprop,0.8160762786865234
1,100,32,100,RMSprop,0.7615804076194763
1,100,64,100,RMSprop,0.8160762786865234
1,100,128,100,RMSprop,0.6825612783432007
1,100,256,100,RMSprop,0.6989100575447083
1,100,512,100,RMSprop,0.8024523258209229
2,30,16,100,RMSprop,0.807901918888092
2,30,32,100,RMSprop,0.8010899424552917
2,30,64,100,RMSprop,0.7697547674179077
2,30,128,100,RMSprop,0.807901918888092
2,30,256,100,RMSprop,0.6512261629104614
2,30,512,100,RMSprop,0.692098081111908
2,40,16,100,RMSprop,0.7247956395149231
2,40,32,100,RMSprop,0.7888283133506775
2,40,64,100,RMSprop,0.803814709186554
2,40,128,100,RMSprop,0.7806539535522461
2,40,256,100,RMSprop,0.7574931979179382
2,40,512,100,RMSprop,0.7425068020820618
2,50,16,100,RMSprop,0.7356948256492615
2,50,32,100,RMSprop,0.7002725005149841
2,50,64,100,RMSprop,0.6743869185447693
2,50,128,100,RMSprop,0.6784741282463074
2,50,256,100,RMSprop,0.7615804076194763
2,50,512,100,RMSprop,0.7738419771194458
2,60,16,100,RMSprop,0.7534059882164001
2,60,32,100,RMSprop,0.7656675577163696
2,60,64,100,RMSprop,0.7111716866493225
2,60,128,100,RMSprop,0.6689373254776001
2,60,256,100,RMSprop,0.636239767074585
2,60,512,100,RMSprop,0.7561308145523071
2,70,16,100,RMSprop,0.752043604850769
2,70,32,100,RMSprop,0.7806539535522461
2,70,64,100,RMSprop,0.6212534308433533
2,70,128,100,RMSprop,0.6512261629104614
2,70,256,100,RMSprop,0.6444141864776611
2,70,512,100,RMSprop,0.6621253490447998
2,80,16,100,RMSprop,0.7220708727836609
2,80,32,100,RMSprop,0.7316076159477234
2,80,64,100,RMSprop,0.7861035466194153
2,80,128,100,RMSprop,0.5885558724403381
2,80,256,100,RMSprop,0.7643051743507385
2,80,512,100,RMSprop,0.7275204062461853
2,90,16,100,RMSprop,0.6321526169776917
2,90,32,100,RMSprop,0.803814709186554
2,90,64,100,RMSprop,0.7016348838806152
2,90,128,100,RMSprop,0.6457765698432922
2,90,256,100,RMSprop,0.7697547674179077
2,90,512,100,RMSprop,0.7724795937538147
2,100,16,100,RMSprop,0.7888283133506775
2,100,32,100,RMSprop,0.7029972672462463
2,100,64,100,RMSprop,0.7683923840522766
2,100,128,100,RMSprop,0.6839237213134766
2,100,256,100,RMSprop,0.6471389532089233
2,100,512,100,RMSprop,0.7683923840522766
3,30,16,100,RMSprop,0.6771117448806763
3,30,32,100,RMSprop,0.7002725005149841
3,30,64,100,RMSprop,0.6594005227088928
3,30,128,100,RMSprop,0.7193460464477539
3,30,256,100,RMSprop,0.6934604644775391
3,30,512,100,RMSprop,0.7397820353507996
3,40,16,100,RMSprop,0.723433256149292
3,40,32,100,RMSprop,0.7411444187164307
3,40,64,100,RMSprop,0.6743869185447693
3,40,128,100,RMSprop,0.6607629656791687
3,40,256,100,RMSprop,0.667574942111969
3,40,512,100,RMSprop,0.6444141864776611
3,50,16,100,RMSprop,0.7901907563209534
3,50,32,100,RMSprop,0.7247956395149231
3,50,64,100,RMSprop,0.7465940117835999
3,50,128,100,RMSprop,0.6607629656791687
3,50,256,100,RMSprop,0.6702997088432312
3,50,512,100,RMSprop,0.7602179646492004
3,60,16,100,RMSprop,0.7615804076194763
3,60,32,100,RMSprop,0.7370572090148926
3,60,64,100,RMSprop,0.7602179646492004
3,60,128,100,RMSprop,0.7370572090148926
3,60,256,100,RMSprop,0.7506812214851379
3,60,512,100,RMSprop,0.7343324422836304
3,70,16,100,RMSprop,0.7070844769477844
3,70,32,100,RMSprop,0.6444141864776611
3,70,64,100,RMSprop,0.7724795937538147
3,70,128,100,RMSprop,0.6689373254776001
3,70,256,100,RMSprop,0.664850115776062
3,70,512,100,RMSprop,0.6539509296417236
3,80,16,100,RMSprop,0.7397820353507996
3,80,32,100,RMSprop,0.7098092436790466
3,80,64,100,RMSprop,0.6811988949775696
3,80,128,100,RMSprop,0.7561308145523071
3,80,256,100,RMSprop,0.6689373254776001
3,80,512,100,RMSprop,0.6525885462760925
3,90,16,100,RMSprop,0.7752043604850769
3,90,32,100,RMSprop,0.7138964533805847
3,90,64,100,RMSprop,0.776566743850708
3,90,128,100,RMSprop,0.7738419771194458
3,90,256,100,RMSprop,0.7574931979179382
3,90,512,100,RMSprop,0.667574942111969
3,100,16,100,RMSprop,0.752043604850769
3,100,32,100,RMSprop,0.7138964533805847
3,100,64,100,RMSprop,0.6866484880447388
3,100,128,100,RMSprop,0.7275204062461853
3,100,256,100,RMSprop,0.6539509296417236
3,100,512,100,RMSprop,0.7670300006866455
1,30,16,200,RMSprop,0.8188011050224304
1,30,32,200,RMSprop,0.7615804076194763
1,30,64,200,RMSprop,0.8160762786865234
1,30,128,200,RMSprop,0.7697547674179077
1,30,256,200,RMSprop,0.7806539535522461
1,30,512,200,RMSprop,0.7942779064178467
1,40,16,200,RMSprop,0.7779291272163391
1,40,32,200,RMSprop,0.7779291272163391
1,40,64,200,RMSprop,0.7983651161193848
1,40,128,200,RMSprop,0.7425068020820618
1,40,256,200,RMSprop,0.7220708727836609
1,40,512,200,RMSprop,0.7356948256492615
1,50,16,200,RMSprop,0.7847411632537842
1,50,32,200,RMSprop,0.7806539535522461
1,50,64,200,RMSprop,0.7983651161193848
